2023/1/13,14:00:20,IRDCSG,192/320
2023/1/13,14:00:20,vi_irdc,960/1024
2023/1/13,14:00:20,IRDC_Share,80/384
2023/1/13,22:00:20,IRDCSG,192/320
2023/1/13,22:00:20,vi_irdc,832/1024
2023/1/13,22:00:20,IRDC_Share,312/384
2023/1/14,10:00:20,IRDCSG,192/320
2023/1/14,10:00:20,vi_irdc,384/1024
2023/1/14,10:00:20,IRDC_Share,232/384
2023/1/14,14:00:25,IRDCSG,192/320
2023/1/14,14:00:25,vi_irdc,320/1024
2023/1/14,14:00:25,IRDC_Share,216/384
2023/1/14,18:00:20,IRDCSG,192/320
2023/1/14,18:00:20,vi_irdc,256/1024
2023/1/14,18:00:20,IRDC_Share,216/384
2023/1/14,22:00:19,IRDCSG,192/320
2023/1/14,22:00:19,vi_irdc,256/1024
2023/1/14,22:00:19,IRDC_Share,360/384
2023/1/15,10:00:17,IRDCSG,192/320
2023/1/15,10:00:17,vi_irdc,192/1024
2023/1/15,10:00:17,IRDC_Share,376/384
2023/1/15,14:00:21,IRDCSG,192/320
2023/1/15,14:00:21,vi_irdc,192/1024
2023/1/15,14:00:21,IRDC_Share,336/384
2023/1/15,18:00:19,IRDCSG,192/320
2023/1/15,18:00:19,vi_irdc,192/1024
2023/1/15,18:00:19,IRDC_Share,336/384
2023/1/15,22:00:18,IRDCSG,192/320
2023/1/15,22:00:18,vi_irdc,192/1024
2023/1/15,22:00:18,IRDC_Share,380/384
2023/1/16,10:00:18,IRDCSG,128/320
2023/1/16,10:00:18,vi_irdc,192/1024
2023/1/16,10:00:18,IRDC_Share,216/384
2023/1/16,14:00:23,IRDCSG,256/320
2023/1/16,14:00:23,vi_irdc,192/1024
2023/1/16,14:00:23,IRDC_Share,320/384
2023/1/16,18:00:19,IRDCSG,192/320
2023/1/16,18:00:19,vi_irdc,384/1024
2023/1/16,18:00:19,IRDC_Share,352/384
2023/1/17,18:00:20,IRDCSG,320/320
2023/1/17,18:00:20,vi_irdc,320/1024
2023/1/17,18:00:20,IRDC_Share,354/384
2023/1/17,22:00:19,IRDCSG,320/320
2023/1/17,22:00:19,vi_irdc,320/1024
2023/1/17,22:00:19,IRDC_Share,338/384
2023/1/18,14:00:19,IRDCSG,320/320
2023/1/18,14:00:19,vi_irdc,320/1024
2023/1/18,14:00:19,IRDC_Share,370/384
2023/1/18,18:00:20,IRDCSG,320/320
2023/1/18,18:00:20,vi_irdc,320/1024
2023/1/18,18:00:20,IRDC_Share,368/384
2023/1/18,22:00:17,IRDCSG,320/320
2023/1/18,22:00:17,vi_irdc,448/1024
2023/1/18,22:00:17,IRDC_Share,368/384
2023/1/19,10:00:18,IRDCSG,320/320
2023/1/19,10:00:18,vi_irdc,448/1024
2023/1/19,10:00:18,IRDC_Share,240/384
2023/1/19,14:00:20,IRDCSG,320/320
2023/1/19,14:00:20,vi_irdc,448/1024
2023/1/19,14:00:20,IRDC_Share,272/384
2023/1/19,18:00:17,IRDCSG,256/320
2023/1/19,18:00:17,vi_irdc,192/1024
2023/1/19,18:00:17,IRDC_Share,328/384
2023/1/19,22:00:19,IRDCSG,256/320
2023/1/19,22:00:19,vi_irdc,192/1024
2023/1/19,22:00:19,IRDC_Share,328/384
2023/1/20,14:00:19,IRDCSG,320/320
2023/1/20,14:00:19,vi_irdc,128/1024
2023/1/20,14:00:19,IRDC_Share,136/384
2023/1/20,18:00:18,IRDCSG,320/320
2023/1/20,18:00:18,vi_irdc,192/1024
2023/1/20,18:00:18,IRDC_Share,136/384
2023/1/20,22:00:19,IRDCSG,320/320
2023/1/20,22:00:19,vi_irdc,192/1024
